"id";"unique_id";"name";"strasse_nr";"plz";"art";"angebot";"lieferung";"beschreibung_lieferangebot";"selbstabholung";"angebot_selbstabholung";"fon";"w3";"mail";"montag";"dienstag";"mittwoch";"donnerstag";"freitag";"samstag";"sonntag"
"2004";"684";"Gorilla Vapes";"Am Borsigturm 2";"13507";"Anderes (bitte bei der nächsten Frage beschreiben)";"E-Zigaretten";"FALSCH";"";"WAHR";"";"+493043655327";"https://www.gorillavapes.de";"info@gorillavapes.de";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";""
"2007";"685";"Happiness Boutique";"Am Borsigturm 50";"13507";"Anderes (bitte bei der nächsten Frage beschreiben)";"Schmuck";"WAHR";"Alle Bestellungen werden innerhalb von einem Werktag bearbeitet und dann mit der gewünschten Versandart verschickt.";"FALSCH";"";"";"https://www.happinessboutique.com/de/";"";"";"";"";"";"";"";""
"747";"255";"Ristorante Donna Francesca";"Alt-Tegel 15";"13507";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Italienisches Restaurant mit Speisen  Antipasti/Pizza/Pasta/ Fisch/Fleisch/Vino/";"FALSCH";"";"WAHR";"Bestellungen können jeder Zeit vorgenommen werden. 30 Minuten  Vorlaufzeit benötigen wir";"+493089407904";"https://www.donnafrancesca.de";"alttegel15@gmail.com";"12:30-20:00";"";"12:30-20:00";"12:30-20:00";"12:30-20:00";"12:30-20:00";"12:30-20:00"
"3057";"1044";"FISHERMANS Restaurant";"Eisenhammerweg 20";"13507";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Fischers Fritz fischt frische Fische… und bringt sie dann direkt ins FISHERMANS!  Das FISHERMANS  ist – wie der Name es schon sagt – DAS Fischrestaurant in Berlin. Hier erweisen sich brave Fische immer wieder als wahre Verwandlungskünstler, die ihre Fans – und alle, die es werden";"WAHR";"Anstatt auf lauwarmes Essen vom Lieferservice zu warten, bringen wir Ihnen Restaurant-Qualität in einer hygienisch versiegelten Vakuum-Verpackung.  Das Einzige, was Sie dazu tun müssen ist: Wasser kochen.";"WAHR";"";"+493043746470";"https://www.fishermans-berlin.de";"info@fishermans-berlin.de";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"3579";"1221";"China Restaurant Lucky Chinese";"Alt-Tegel 29";"13507";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Abhol und Lieferservice vom 12 bis 20 Uhr";"WAHR";"Lieferung nur in Umkreis 5 km ab 20 Euro.";"WAHR";"Abholservice vom 12 bis 20 Uhr";"+49304335033";"https://www.lucky-chinese.de";"mail@lucky-chinese.de";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"2562";"874";"office-4-sale Büromöbel GmbH";"Breitenbachstraße 24-29";"13509";"Bürobedarf";"Büromöbel, Bürostühle, Homeoffice-Arbeitsplätze, Designmöbel, Stahlmöbel, Bürozubehör";"WAHR";"Lieferungen im Großraum Berlin sind kurzfristig möglich. Auch bundesweite Lieferungen sind in Absprache möglich.";"WAHR";"Jede Bestellung, die am nahegelegenen Lager-Standort in 16567 Mühlenbeck verfügbar ist, kann nach vorheriger Terminabstimmung zu den aktuellen Geschäftszeiten (Mo - Do von 08:00 - 16:00 Uhr + Freitags von 08:00 - 12:00 Uhr) telefonisch, per Chat und per Email  abgestimmt werden.";"+493055578200";"https://www.office-4-sale.de";"info@office-4-sale.de";"08:00-16:00";"08:00-16:00";"08:00-16:00";"08:00-16:00";"08:00-12:00";"";""
"1821";"623";"Der Rosenkavalier";"Ernststraße 74";"13509";"Blumenladen";"Lieferservice der schönsten Sträuße, Fleurop, sämtliche floristischen Arrangements, wunderschöne Topfpflanzen";"WAHR";"Lieferservice berlinweit";"WAHR";"Unser Geschäft ist geöffnet !";"+49304324078";"https://der-rosenkavalier.com";"der-rosenkavalier@web.de";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"09:00-13:00";""
"2130";"727";"M&W Bürobedarf";"Schubartstraße 33-37";"13509";"Bürobedarf";"M&W Bürobedarf Berlin - wir bringen´s ! Seit 33 Jahren und jetzt auch in Ihr Home-Office. Ob es Bürobedarf ist oder etwas ganz anderes. Wir sind für Sie da und wünschen Ihnen alles Gute ! M&W Bürobedarf - wir bringen´s. Telefon: 4355706 Im Internet unter www.buerobedarf-berlin.de";"WAHR";"";"WAHR";"Abholzeiten Montag-Freitag in der Zeit von 8.00-17.00 Uhr";"+49304355706";"https://www.mw-buerobedarf.de/";"info@mwbuerobedarf.de";"";"08:00-17:00";"08:00-17:00";"08:00-17:00";"08:00-17:00";"";""
"2424";"827";"BURGER KING DEUTSCHLAND GMBH";"Holzhauser Straße 31-33";"13509";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"https://www.burgerking.de/menu";"WAHR";"https://www.burgerking.de/menu";"WAHR";"https://www.burgerking.de/menu";"";"https://www.burgerking.de/menu";"";"";"";"";"";"";"";""
"993";"344";"Schmeckt";"Waidmannsluster Damm 50";"13509";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Deutsche Küche undBurger aus der separaten Grillhütte";"WAHR";"Lieferungen im Umkreis von 15 Kilometern bei einem Mindestbestellwert";"WAHR";"Burger, und Auszüge unserer Karte der deutschen Küche";"+493040727900";"";"schmeckt.1@t-online.de";"12:00-21:00";"";"";"";"";"";""
"228";"76";"Atma indische Küche";"Räuschstraße 57A";"13509";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Indische Küche";"FALSCH";"";"WAHR";"";"+4915143544451";"https://atmategel.wixsite.com";"";"";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00"
"2061";"704";"MiMa Kfz Werkstatt";"Altonaerstraße 85-89";"13581";"Anderes (bitte bei der nächsten Frage beschreiben)";"KFZ Werkstatt";"WAHR";"Hol- und Bringservice mit Eine Rundum Service für Ihr Fahrzeug.";"WAHR";"Gerne können Sie Ihre Fahrzeuge auch gerne wie gewont bei uns Abgeben oder Kontaktlos hinterlassen.";"+493025565117";"https://www.mima-kfz.de";"info@mima-kfz.de";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"10:00-15:00";""
"870";"301";"Beyzade Restaurant";"Klosterstraße 10";"13581";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Türkische und orientalische Spezialitäten";"WAHR";"Lieferung an alle Spandauer Ortsteile";"WAHR";"Keine Besonderheiten";"+493023944217";"http://www.beyzadeberlin.de";"info@beyzade.berlin";"09:00-02:00";"09:00-02:00";"09:00-02:00";"09:00-02:00";"09:00-02:00";"09:00-02:00";"09:00-02:00"
"1650";"566";"Musicland";"Klosterstraße 12";"13581";"Anderes (bitte bei der nächsten Frage beschreiben)";"Schallplatten, CD";"FALSCH";"";"WAHR";"";"+4915906374437";"";"info@musicland-berlin.de";"";"12:00-16:00";"";"";"12:00-16:00";"";""
"153";"51";"Leckerschmecker Catering";"Staakener Straße 53-63";"13581";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Breakfast Boxen, Lunchboxen, Snackboxen, Food Catering, Vorspeisen, Hauptgänge, Desserts, Suppen, Salate, Snacks";"WAHR";"Wir Beliefern unsere Kunden in Berlin und Potsdam";"WAHR";"Das gesamte Angebot aus unserem Foodlineshop kann auch an unserer Firmenadresse abgeholt werden.";"+493036436471";"https://www.leckerschmecker-catering.de/";"info@leckerschmecker-catering.de";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"";""
"642";"218";"Dolci&Salati";"Seegefelderstraße 83";"13583";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Event torten, Kuchen, italienische Desserts";"WAHR";"";"WAHR";"";"+4915234594877";"";"";"";"";"";"";"";"";""
"177";"59";"The Pizza Club";"Seegefelderstraße 75";"13583";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Steinofenpizza, Burger, Pasta, Salate und Wraps";"WAHR";"Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht";"WAHR";"Abholung bis 21:30 möglich";"+493023900386";"https://www.pizzaclub-online.de";"info@pizzaclub-berlin.de";"";"15:00-22:00";"15:00-22:00";"15:00-22:00";"15:00-22:00";"15:00-22:30";"14:00-22:00"
"1767";"605";"TabakOase Dresser";"Spekteweg 30";"13583";"Anderes (bitte bei der nächsten Frage beschreiben)";"Lotto, Zeitung, Tabak, Raucherbedarf, Backwaren, Hermes, Gelbe Säcke";"FALSCH";"";"WAHR";"";"+493023570668";"";"tabakoase-dresser@web.de";"05:00-18:00";"05:00-18:00";"05:00-18:00";"05:00-18:00";"05:00-18:00";"05:30-13:00";""
"1551";"532";"Il Vagabondo";"Falkenhagener Straße 38";"13585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza, Pasta....";"FALSCH";"";"WAHR";"Montag bis Sonntag von 13.00 bis 20.00 Uhr";"+49303753843";"";"";"";"";"";"";"";"";""
"1554";"533";"TRIEBEL Jagd- und Sportwaffen GmbH";"Schönwalder Straße 12";"13585";"Anderes (bitte bei der nächsten Frage beschreiben)";"Jagd- und Sportwaffen";"WAHR";"Kostenfreier Pickup- und Lieferservice ab 0 €";"WAHR";"Abholung nach Terminabsprache ab nächstem Werktag möglich";"+49303355001";"https://sportwaffen-triebel.de/";"info@triebel.de";"10:00-18:00";"10:00-18:00";"10:00-13:00";"10:00-18:00";"10:00-18:00";"";""
"2406";"821";"KK Textildruck";"Neuendorferstraße 99";"13585";"Anderes (bitte bei der nächsten Frage beschreiben)";"Textildruck, Lasern von Holz, Glas und Plexiglas, Aufkleber für Schaufenster und Autos";"WAHR";"";"WAHR";"Einzelaufträge können auch gerne abgeholt werden";"+491784518792";"https://www.kksports.de";"info@kksports.de";"";"";"";"";"";"";""
"216";"72";"Brauhaus in Spandau";"Neuendorfer Straße 1";"13585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Hausgebrautes Bier";"FALSCH";"";"WAHR";"Bestellungen zum Abholen müssen bis 15:00 Uhr am Vortag vorliegen. Gerne können kleinere Mengen je nach Vorrat auch spontan abgeholt werden.";"+49303539070";"https://www.brauhaus-spandau.de";"info@brauhaus-spandau.de";"15:00-19:00";"15:00-19:00";"15:00-19:00";"15:00-19:00";"15:00-19:00";"15:00-19:00";"15:00-19:00"
"102";"34";"Partyservice Dilg";"Niederneuendorfer Allee 1";"13587";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Deutsche Küche";"WAHR";"Unsere aktuellen Liefergebiete werden auf unserer Webseite veröffentlicht.";"WAHR";"";"+49303356058";"https://dilgs-partservice.de";"info@dilgs-partyservice.de";"";"";"";"";"";"";""
"2937";"1002";"Ekmek";"Goltzstraße 48";"13587";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"frische Brötchen, Croissant's, Donut's, Café sorten und kalte Getränke,";"WAHR";"Lieferung ab 5€ im Umkreis von einem km";"WAHR";"Bestellungen zum selbst abhoben bitte 1 Stunde vorher anrufen";"+491631000417";"";"EkmekByTayls@gmail.com";"09:00-16:00";"09:00-16:00";"09:00-16:00";"09:00-16:00";"09:00-16:00";"09:00-16:00";"09:00-16:00"
"1971";"673";"RT Transportservice";"Frankenwaldstraße 30";"13589";"Anderes (bitte bei der nächsten Frage beschreiben)";"Transporte aller art";"WAHR";"Europaweit";"FALSCH";"";"+491772908804";"https://rt-transportservice@web.de";"rt-transportservice@web.de";"";"";"";"";"";"";""
"957";"332";"Grillhaus BAHA";"Falkenseer Chaussee 196A";"13589";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Gönner, Pizza, Falafel, Burger sowie Getränke";"WAHR";"Lieferungen im PLZ-Bereich 135..";"WAHR";"Öffnungszeiten: täglich ab 10-23Uhr";"+493062201271";"";"";"10:00-23:00";"10:00-23:00";"10:00-23:00";"10:00-23:00";"10:00-23:00";"10:00-23:00";"10:00-23:00"
"729";"249";"Dioklecijan Split";"Pionierstraße 51";"13589";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kroatische Küche und internationale Speisen vom Holzkohlegrill";"FALSCH";"";"WAHR";"Von 13 bis 19 Uhr alle Speisen zum Abholen. Bestellen 10 Minuten vor Abholung telefonisch oder vor Ort.";"+493074730909";"https://www.dioklecijan-split.de";"cro-tina@hotmail.de";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00"
"2106";"719";"Medicare by Britta Gabriel GmbH";"Magistratsweg 140";"13591";"Gesundheit";"Versandhandel für Pflegewäsche, Hüftschutz, Ess-Schürzen, Pflegebedarf und Verbandschuhen";"WAHR";"Lieferung deutschlandweit, Europa und weltweit";"FALSCH";"";"+493037592710";"https://www.pflegeoverall24.de";"service@pflegeoverall24.de";"";"";"";"";"";"";""
"864";"298";"Trattoria da Francesco";"Seegefelder Weg 230";"13591";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza, Pasta, Suppen, Salate, Fleisch, Fisch und mehr";"WAHR";"13591";"WAHR";"Anrufen, Bestellung aufgeben, abholen, genießen.";"+493053164443";"https://www.dafrancesco-berlin.de";"info@dafrancesco-berlin.de";"14:00-20:00";"14:00-20:00";"14:00-20:00";"14:00-20:00";"14:00-20:00";"14:00-20:00";"12:00-20:00"
"2718";"926";"Heidekrug";"Am Heideberg 14";"13591";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kroatisches Restaurant";"FALSCH";"";"WAHR";"";"+49303663706";"";"";"";"13:00-18:30";"13:00-18:30";"13:00-18:30";"13:00-18:30";"13:00-18:30";"13:00-18:30"
"165";"55";"Tempel der Gesundheit";"Finkenkruger Weg 69C";"13591";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Obst, Gemüse und Eier Marktfrisch";"FALSCH";"";"FALSCH";"";"+4915734359364";"https://www.facebook.com/Cashimatempel";"webmaster@cashima.de";"09:00-20:00";"09:00-20:00";"09:00-20:00";"09:00-20:00";"09:00-20:00";"09:00-20:00";"09:00-20:00"
"1539";"528";"Amerta Ug";"Heerstraße 394c";"13593";"Anderes (bitte bei der nächsten Frage beschreiben)";"Import und Export Heilkräuter , Safran , Gewürze";"FALSCH";"";"FALSCH";"";"+4915209254273";"https://www.amertaberlin.com";"";"";"";"";"";"";"";""
"1848";"632";"Wunder-shop.eu";"Loschwitzer Weg 20";"13593";"Haushalt";"Sport Artikel , Möbel und Dekorationen aus Metall, Galerie,";"WAHR";"?";"FALSCH";"";"+491783421347";"https://www.wunder-shop.eu";"info@wunder-shop.eu";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-15:00";""
"2706";"922";"Euronics Ziermann";"Obstallee 28";"13593";"Haushalt";"in der aktuellen Situation leisten wir weiterhin: Servicetätigkeiten bei Ihnen zu Hause, Annahme/Ausgabe von defekten/reparierten Geräten, Auslieferungen von Bestellungen";"WAHR";"in der aktuellen Situation leisten wir weiterhin: Servicetätigkeiten bei Ihnen zu Hause, Annahme/Ausgabe von defekten/reparierten Geräten, Auslieferungen von Bestellungen";"WAHR";"Annahme/Ausgabe von defekten/reparierten Geräten und von Bestellungen";"+49303637272";"https://www.ziermann.de";"info@ziermann.de";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-14:00";""
"189";"63";"Evergreen";"Magistratsweg 31";"13593";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Chinesische Küche";"FALSCH";"";"WAHR";"Essen zur Abholung kann zwischen 12 bis 18 Uhr bestellt werden.";"+493633491";"https://www.restaurant-evergreen.de";"info@restaurant-evergreen.de";"";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00"
"219";"73";"Il Nuouvo Arcino’s";"Wilhelmstraße 89";"13593";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Italienisches Küche";"WAHR";"5 klm";"WAHR";"12.00 Uhr bis 20.00 Uhr";"+49303614935";"https://www.arcinos.de";"info@arcinos.de";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"1350";"465";"Weinladen Spandau";"Metzer Straße 2";"13595";"Getränkemarkt";"Aktuell erreichen wir einen Stand von ungefähr 600 Weinen und 100 Spirituosen aus Europa. Dabei wählen wir uns die Weine bei den Winzern aus und versuchen interessante Entwicklungen zu entdecken.";"WAHR";"Wir liefern und versenden in Deutschland";"WAHR";"Gerne nehmen wir telefonische Bestellungen entgegen oder auch in unseren Shop www.weinladen-spandau.de";"+49303324350";"https://www.weinladen-spandau.de/cms/datenschutz.html";"info@weinladen-spandau.de";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-18:30";"09:00-14:00";""
"2655";"905";"Wein & Weinbedarf";"Metzer Straße 2";"13595";"Getränkemarkt";"Seit Februar 1982 besteht unser Geschäft. Unser Anfangsortiment gründete sich zu erst auf Weinen aus den elterlichen  Weingut Trump Kallstadt Pfalz. Schnell ergänzten wir das Sortiment unter anderen um: Wir erreichen nun einen Stand von ungefähr 600 Weinen und 100 Spirituosen";"WAHR";"Deutschland";"WAHR";"";"+493035103717";"https://www.weine-trump-berndt.de";"info@weine-trump-berndt.de";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-18:30";"09:00-14:00";""
"204";"68";"Barfly";"Brüderstraße 47";"13595";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Burger, Salate, Pasta uvm";"WAHR";"Wir liefern in Spandau";"WAHR";"Alle Speisen auch zum abholen, bitte bringt Tuppadosen mit damit wir gemeinsam Müll vermeiden";"+491792227820";"https://cafe-barfly.de";"cafebarfly@aol.com";"17:00-21:00";"17:00-21:00";"17:00-21:00";"17:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00"
"3318";"1133";"Croacia-Eck";"Pichelsdorfer Straße 107";"13595";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kroatische Küche zum zum bestellen, abholen und liefern.";"WAHR";"10 km Umkreis";"WAHR";"Von 12-20h";"+4917669502735";"";"croaciaeck@googlemail.com";"12:00-20:00";"";"";"";"";"";""
"3612";"1232";"SATT UND SELIG";"Carl-Schurz-Straße 47";"13597";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Saftige Steaks, Schnitzel, Burger, Vegetarisches ... - und immer frische Zutaten";"WAHR";"Lieferungen in Spandau";"WAHR";"Selbstabholen mit Vorbestellung oder spontan";"+493036753877";"https://www.steakeria-sattundselig.de/";"info@steakeria-sattundselig.de";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"2082";"711";"Mischau Wurst - und Fleischwaren Werksverkauf";"Wiesendamm 29-31";"13597";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Wurst-und Fleischwaren, Feinkostsalate, Grillfleisch, Currywurst, Rostbratwürste, Spare Ribs, Imbissbereich zum Mitnehmen";"FALSCH";"";"WAHR";"";"+493030009634";"https://www.mischau.de";"info@mischau.de";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-13:00";""
"2622";"894";"Brose Juwelen Uhren Schmuck";"Breite Straße 23";"13597";"Anderes (bitte bei der nächsten Frage beschreiben)";"Juwelier mit Uhrmacher und Goldschmiede Werkstätten";"FALSCH";"";"WAHR";"Sie finden unser Sortiment an Uhren und Schmuck auf unserer Webseite, können Ihren Wunsch per Mail bestellen und einen Termin mit uns vereinbaren. Für Reparaturabholung oder Abgabe sind wir Mo. Mi. Fr. von 10.00-15.00  und Samstag von 11.00 bis 14.00 Uhr für Sie da.";"+49303333095";"https://www.brose-juwelier.de";"info@brose-juwelier.de";"10:00-15:00";"";"10:00-15:00";"";"10:00-15:00";"11:00-14:00";""
"1608";"551";"Ü-Ei-Punkt-Berlin";"Jüdenstraße 41";"13597";"Anderes (bitte bei der nächsten Frage beschreiben)";"Überraschungsei Fachgeschäft";"FALSCH";"";"WAHR";"Von 8-14Uhr Abholung im Geschäft";"+49303336354";"https://www.ue-ei-punkt-berlin.de";"thomas-siebrecht@arcor.de";"08:00-14:00";"08:00-14:00";"08:00-14:00";"08:00-14:00";"08:00-14:00";"08:00-14:00";""
"2646";"902";"Galerie Spandow";"Fischerstraße 28";"13597";"Anderes (bitte bei der nächsten Frage beschreiben)";"Schmuckgalerie, Trauringe, Goldschmiede, Juwelier";"WAHR";"Trauringe, Schmuck";"FALSCH";"";"+49303331414";"https://www.galerie-spandow.de";"info@galerie-spandow.de";"";"";"";"";"";"";""
"3159";"1079";"IKEA Deutschland GmbH & Co. KG  Niederlassung Berlin Spandau";"Gewerbehof 10";"13597";"Möbel";"Einrichtungsgegenstände";"WAHR";"Unsere aktuelle Liefermöglichkeiten finden sie auf unsere Webseite.";"WAHR";"Bestellungen zum Abholen müssen uns spätestens bis 15:00 Uhr am vorherigen Tag erreichen";"";"https://www.ikea.com/de/de/";"";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";""
"138";"46";"Fadice";"Havelstraße 2";"13597";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kumpir, Toasty,Hot Dogs,Wraps,u.v.m.";"WAHR";"Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht.";"WAHR";"";"+493041769345";"https://www.fadice.com";"fadice@web.de";"14:00-22:00";"14:00-22:00";"14:00-22:00";"14:00-22:00";"14:00-22:00";"14:00-22:00";"14:00-22:00"
"2700";"920";"Musikhaus Spandau";"Moritzstraße 9B";"13597";"Anderes (bitte bei der nächsten Frage beschreiben)";"Fachgeschäft für Instrumente, Noten , Zubehör und Reparaturen";"WAHR";"";"WAHR";"Reparturen an Instrumenten";"+49303333946";"https://www.musikhausspandau.de";"info@musikhaus-spandau.de";"10:30-16:00";"10:30-16:00";"10:30-16:00";"10:30-16:00";"10:30-16:00";"10:30-13:00";""
"159";"53";"Café-Bar-Bistro Charlotte";"Charlottenstraße 14a";"13597";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Burger, Pasta, Vegetarisch, Cocktails";"WAHR";"Wir liefern im Umkreis von 5 km";"WAHR";"Selbstabholer bekommen ein Rabatt in Höhe von 20%";"+49303331000";"https://www.cbb-charlotte.de";"cbb.charlotte.spandau@gmail.com";"11:30-22:00";"11:30-22:00";"11:30-22:00";"11:30-22:00";"11:30-22:00";"12:00-22:00";"12:00-22:00"
"162";"54";"Restaurant*Bar MeilenStein";"Am Juliusturm 104";"13597";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"internationale und deutsche Küche";"WAHR";"Lieferungen im Umkreis von ca. 5 km";"WAHR";"Aktuelle Kernzeiten 11:00 Uhr - 14:00 Uhr und 17:00 Uhr bis 20:00 Uhr und nach vorheriger telefonischer Absprache. Wir sind immer da und immer erreichbar für Sie! Danke für Ihre Treue und Unterstützung??";"+493034623060";"https://www.meilenstein-spandau.de";"info@meilenstein-spandau.de";"11:00-20:00";"11:00-20:00";"11:00-20:00";"11:00-20:00";"11:00-20:00";"11:00-20:00";"11:00-20:00"
"678";"231";"Taverna Telonio";"Möllentordamm 1";"13597";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Griechisch";"WAHR";"Lieferung ab 20 Euro Umkreis 5 km";"WAHR";"12-18:00 Uhr diendtagbis Donnerstag ab Freitag bis Sonntag 12-21:00 uhr";"+493084526667";"https://www.teloneio.de";"info@teloneio.de";"";"";"12:00-18:00";"12:00-18:00";"12:00-21:00";"12:00-21:00";"12:00-21:00"
"201";"67";"Eli Eis Manufaktur";"Carl-Schurz-Straße 35";"13597";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Eis, Torten, Italienische Spezialitäten";"WAHR";"Eis, Torten, Gebäck, Brötchen, Osterhasen";"WAHR";"Eis, Torten, Kuchen, Gebäck, Brötchen, Osterhasen";"+493028433870";"https://www.elieis.com";"elieis.spandau@gmail.com";"10:30-17:30";"10:30-17:30";"10:30-17:30";"10:30-17:30";"10:30-17:30";"10:30-17:30";"10:30-17:30"
"270";"91";"Thi Dien Asya";"Gartenfelder Straße 88";"13599";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"vietnamäsisch";"FALSCH";"";"FALSCH";"";"";"";"imbissdien@byom.de";"";"";"";"";"";"";""
"75";"25";"FandBit";"Gartenfelder Straße 28";"13599";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"täglich neu inspiriert mit frischen Zutaten. Vorbestellung bis 13:00 Uhr den Vortag!!!";"WAHR";"Liefergebiete sind aktuell nur Berlin Spandau/Haselhorst";"WAHR";"Nur mit Vorbestellung!!! bis 13:00 Uhr am Vortag bestellen und den nächsten Tag geniessen.";"+491749593599";"https://www.fandbit.com";"info@fandbit.de";"11:00-14:00";"11:00-14:00";"11:00-14:00";"11:00-14:00";"11:00-14:00";"";""
"1116";"385";"Lokai Wasserdportler UH";"Im Saatwinkel 31c";"13599";"Sportwaren (inkl. Fahrradgeschäfte)";"Bootszubehör gebraucht und neu";"FALSCH";"";"WAHR";"Unser komplett Angebot steht zur Abholung haben alles auf Lager";"+493035530552";"https://lokai-wassersportler.de";"info@lokai-wassersportler.de";"";"";"";"";"";"";""
"2157";"737";"Matchangel Shop Berlin Frank Schulze";"Gartenfelder Straße 29-37";"13599";"Anderes (bitte bei der nächsten Frage beschreiben)";"Angelbedarf Zubehör Köder/ Futtermittel";"WAHR";"Nach telefonischer Absprache ist eine Abholung vor Ort oder eine Lieferung möglich";"WAHR";"Nach telefonischer Absprache kann die Ware auch direkt abgeholt werden.";"+4915757209212";"https://www.feederteam.de";"ma-shop-berlin@gmx.de";"";"";"11:00-18:00";"11:00-18:00";"11:00-18:00";"";""
"2037";"696";"Ben's Wildstyle Shop";"Lagerweg 22";"13599";"Anderes (bitte bei der nächsten Frage beschreiben)";"Urban Art Supplie";"WAHR";"Wir liefern ums Eck und auch Bundesweit.";"WAHR";"Nur bei vorheriger Bestellung und nach Termin Vereinbarungen.";"+493033503662";"https://www.wildstyleshop.com";"info@wildstyleshop.com";"";"14:00-16:00";"14:00-16:00";"14:00-16:00";"14:00-16:00";"14:00-16:00";""
"2040";"697";"Ben Mansour Graphics";"Lagerweg 20c";"13599";"Anderes (bitte bei der nächsten Frage beschreiben)";"Werbung - Grafik - Animation";"WAHR";"Werbeanbringung, Flyer & Werbung Anlieferung (Kontaktlos).";"FALSCH";"";"+4915252479232";"https://www.benmansour.de";"info@benmansour.de";"12:00-14:00";"12:00-14:00";"12:00-14:00";"12:00-14:00";"12:00-14:00";"";""
